filename,report_title,section,sentence,label,units,predictedlabel
wasde0225.xls,WASDE - 657,RICE,"All rice ending stocks are raised 3.5 million cwt to 47.0 million, up 18 percent from last year and are the highest stocks in ten years.",C,"All rice ending stocks are raised 3.5 million cwt to 47.0 million,",e
wasde0225.xls,WASDE - 657,RICE,"All rice ending stocks are raised 3.5 million cwt to 47.0 million, up 18 percent from last year and are the highest stocks in ten years.",E,up 18 percent from last year,e
wasde0225.xls,WASDE - 657,RICE,"All rice ending stocks are raised 3.5 million cwt to 47.0 million, up 18 percent from last year and are the highest stocks in ten years.",E,and are the highest stocks in ten years.,e
wasde1123.xls,WASDE - 642,RICE,"All rice ending stocks are reduced 845,000 cwt to 40.9 million cwt but are still up 35 percent from last year.",C,"All rice ending stocks are reduced 845,000 cwt to 40.9 million cwt",e
wasde1123.xls,WASDE - 642,RICE,"All rice ending stocks are reduced 845,000 cwt to 40.9 million cwt but are still up 35 percent from last year.",E,but are still up 35 percent from last year.,e
wasde0520.xls,WASDE - 600,RICE,"All rice ending stocks for 2020/21 are projected at 41.8 million cwt, up 37 percent from the previous year’s low level.",C,"All rice ending stocks for 2020/21 are projected at 41.8 million cwt,",e
wasde0520.xls,WASDE - 600,RICE,"All rice ending stocks for 2020/21 are projected at 41.8 million cwt, up 37 percent from the previous year’s low level.",E,up 37 percent from the previous year’s low level.,e
wasde0724.xls,WASDE - 650,RICE,"All rice endings stocks for 2024/25 are projected higher at 46.0 million cwt, up 16 percent from the prior year.",C,"All rice endings stocks for 2024/25 are projected higher at 46.0 million cwt,",e
wasde0724.xls,WASDE - 650,RICE,"All rice endings stocks for 2024/25 are projected higher at 46.0 million cwt, up 16 percent from the prior year.",E,up 16 percent from the prior year.,e
wasde0124.xls,WASDE - 644,RICE,All rice exports are lowered 1.0 million cwt to 85.0 million with all of the reduction in medium- and short-grain on a continued weak pace of sales and shipments.,C,All rice exports are lowered 1.0 million cwt to 85.0 million,e
wasde0124.xls,WASDE - 644,RICE,All rice exports are lowered 1.0 million cwt to 85.0 million with all of the reduction in medium- and short-grain on a continued weak pace of sales and shipments.,P,with all of the reduction in medium- and short-grain,e
wasde0124.xls,WASDE - 644,RICE,All rice exports are lowered 1.0 million cwt to 85.0 million with all of the reduction in medium- and short-grain on a continued weak pace of sales and shipments.,P,on a continued weak pace of sales and shipments.,e
wasde0922.xls,WASDE - 628,RICE,All rice exports are lowered 2.0 million cwt (all long-grain) to 77.0 million as U.S. rice is expected to be increasingly uncompetitive with lower supplies.,C,All rice exports are lowered 2.0 million cwt (all long-grain) to 77.0 million,e
wasde0922.xls,WASDE - 628,RICE,All rice exports are lowered 2.0 million cwt (all long-grain) to 77.0 million as U.S. rice is expected to be increasingly uncompetitive with lower supplies.,P,as U.S. rice is expected to be increasingly uncompetitive with lower supplies.,p
wasde0324.xls,WASDE - 646,RICE,All rice exports are raised 1.0 million cwt to 88.0 million with a 3.0 million increase in long-grain and a decline of 2.0 million for medium- and short-grain.,C,All rice exports are raised 1.0 million cwt to 88.0 million,e
wasde0324.xls,WASDE - 646,RICE,All rice exports are raised 1.0 million cwt to 88.0 million with a 3.0 million increase in long-grain and a decline of 2.0 million for medium- and short-grain.,E,with a 3.0 million increase in long-grain,e
wasde0324.xls,WASDE - 646,RICE,All rice exports are raised 1.0 million cwt to 88.0 million with a 3.0 million increase in long-grain and a decline of 2.0 million for medium- and short-grain.,P,and a decline of 2.0 million for medium- and short-grain.,e
wasde0325.xls,WASDE - 658,RICE,"All rice exports are raised 1.0 million cwt to 97.0 million, with all of the increase in medium- and short-grain rice on a continued strong pace of sales and shipments, mostly to Northeast Asia.",C,"All rice exports are raised 1.0 million cwt to 97.0 million,",e
wasde0325.xls,WASDE - 658,RICE,"All rice exports are raised 1.0 million cwt to 97.0 million, with all of the increase in medium- and short-grain rice on a continued strong pace of sales and shipments, mostly to Northeast Asia.",P,with all of the increase in medium- and short-grain rice,e
wasde0325.xls,WASDE - 658,RICE,"All rice exports are raised 1.0 million cwt to 97.0 million, with all of the increase in medium- and short-grain rice on a continued strong pace of sales and shipments, mostly to Northeast Asia.",P,"on a continued strong pace of sales and shipments,",e
wasde0325.xls,WASDE - 658,RICE,"All rice exports are raised 1.0 million cwt to 97.0 million, with all of the increase in medium- and short-grain rice on a continued strong pace of sales and shipments, mostly to Northeast Asia.",E,mostly to Northeast Asia.,e
wasde0224.xls,WASDE - 645,RICE,All rice exports are raised 2.0 million cwt to 87.0 million with all of the increase in long-grain on an improved pace of sales and shipments to Western Hemisphere countries.,C,All rice exports are raised 2.0 million cwt to 87.0 million,c
wasde0224.xls,WASDE - 645,RICE,All rice exports are raised 2.0 million cwt to 87.0 million with all of the increase in long-grain on an improved pace of sales and shipments to Western Hemisphere countries.,P,with all of the increase in long-grain,e
wasde0224.xls,WASDE - 645,RICE,All rice exports are raised 2.0 million cwt to 87.0 million with all of the increase in long-grain on an improved pace of sales and shipments to Western Hemisphere countries.,P,on an improved pace of sales and shipments to Western Hemisphere countries.,e
wasde0425v2.xls,WASDE - 659,RICE,All rice exports are reduced 1.5 million cwt to 95.5 million.,C,All rice exports are reduced 1.5 million cwt,e
wasde0425v2.xls,WASDE - 659,RICE,All rice exports are reduced 1.5 million cwt to 95.5 million.,E,to 95.5 million.,e
wasde0722.xls,WASDE - 626,RICE,All rice exports are reduced 3.0 million cwt to 79.0 million on reduced supplies of U.S. grown rice.,C,All rice exports are reduced 3.0 million cwt to 79.0 million,e
wasde0722.xls,WASDE - 626,RICE,All rice exports are reduced 3.0 million cwt to 79.0 million on reduced supplies of U.S. grown rice.,P,on reduced supplies of U.S. grown rice.,p
wasde1223.xls,WASDE - 643,RICE,"All rice exports are unchanged, with an increase in long-grain exports completely offset by a decrease in medium- and short-grain exports.",C,"All rice exports are unchanged,",c
wasde1223.xls,WASDE - 643,RICE,"All rice exports are unchanged, with an increase in long-grain exports completely offset by a decrease in medium- and short-grain exports.",P,with an increase in long-grain exports,e
wasde1223.xls,WASDE - 643,RICE,"All rice exports are unchanged, with an increase in long-grain exports completely offset by a decrease in medium- and short-grain exports.",P,completely offset by a decrease in medium- and short-grain exports.,e
wasde0822.xls,WASDE - 627,RICE,"All rice exports for 2022/23 are unchanged, with an increase for milled rice exports offset by a decrease in rough rice.",C,"All rice exports for 2022/23 are unchanged,",e
wasde0822.xls,WASDE - 627,RICE,"All rice exports for 2022/23 are unchanged, with an increase for milled rice exports offset by a decrease in rough rice.",P,with an increase for milled rice exports,e
wasde0822.xls,WASDE - 627,RICE,"All rice exports for 2022/23 are unchanged, with an increase for milled rice exports offset by a decrease in rough rice.",P,offset by a decrease in rough rice.,e
wasde1122.xls,WASDE - 630,RICE,All rice exports would be the lowest since 1991/92 as the United States continues to be uncompetitive in several key markets.,C,All rice exports would be the lowest since 1991/92,c
wasde1122.xls,WASDE - 630,RICE,All rice exports would be the lowest since 1991/92 as the United States continues to be uncompetitive in several key markets.,P,as the United States continues to be uncompetitive in several key markets.,p
wasde0224.xls,WASDE - 645,RICE,All rice imports are raised 1.0 million cwt to a record 43.0 million with all of the increase in long-grain on the strong pace of Thai jasmine rice imports to date.,C,All rice imports are raised 1.0 million cwt to a record 43.0 million,e
wasde0224.xls,WASDE - 645,RICE,All rice imports are raised 1.0 million cwt to a record 43.0 million with all of the increase in long-grain on the strong pace of Thai jasmine rice imports to date.,P,with all of the increase in long-grain,e
wasde0224.xls,WASDE - 645,RICE,All rice imports are raised 1.0 million cwt to a record 43.0 million with all of the increase in long-grain on the strong pace of Thai jasmine rice imports to date.,E,on the strong pace of Thai jasmine rice imports to date.,e
wasde0325.xls,WASDE - 658,RICE,"All rice imports are raised 1.0 million cwt, to a record 48.0 million, with all of the increase in long-grain on the strong pace of Thai jasmine and Indian basmati rice imports to date.",C,"All rice imports are raised 1.0 million cwt, to a record 48.0 million,",e
wasde0325.xls,WASDE - 658,RICE,"All rice imports are raised 1.0 million cwt, to a record 48.0 million, with all of the increase in long-grain on the strong pace of Thai jasmine and Indian basmati rice imports to date.",P,with all of the increase in long-grain,e
wasde0325.xls,WASDE - 658,RICE,"All rice imports are raised 1.0 million cwt, to a record 48.0 million, with all of the increase in long-grain on the strong pace of Thai jasmine and Indian basmati rice imports to date.",P,on the strong pace of Thai jasmine and Indian basmati rice imports to date.,e
wasde0124.xls,WASDE - 644,RICE,All rice imports are raised 2.0 million cwt to a record 42.0 million with all of the increase in long-grain on larger fragrant rice imports to date.,C,All rice imports are raised 2.0 million cwt to a record 42.0 million,e
wasde0124.xls,WASDE - 644,RICE,All rice imports are raised 2.0 million cwt to a record 42.0 million with all of the increase in long-grain on larger fragrant rice imports to date.,P,with all of the increase in long-grain,e
wasde0124.xls,WASDE - 644,RICE,All rice imports are raised 2.0 million cwt to a record 42.0 million with all of the increase in long-grain on larger fragrant rice imports to date.,E,on larger fragrant rice imports to date.,e
wasde0220.xls,WASDE - 597,RICE,All rice imports are raised 2.4 million cwt to a record 32.5 million on an extremely fast pace so far in the market year.,C,All rice imports are raised 2.4 million cwt to a record 32.5 million,e
wasde0220.xls,WASDE - 597,RICE,All rice imports are raised 2.4 million cwt to a record 32.5 million on an extremely fast pace so far in the market year.,P,on an extremely fast pace so far in the market year.,e
